Category,Vendor,Product,Random,Name,Manufacturer,Scheme,Assurance Level,Protection Profile(s),Certification Date,Archived Date,Certification Report URL,Security Target URL,Maintenance Date,Maintenance Title,Maintenance Report,Maintenance ST
Boundary Protection Devices and Systems,,,,Thales Trusted Security Filter TSF201,Thales Norway AS,NO,"EAL5,ALC_FLR.3",,2/1/2016,,http://www.commoncriteriaportal.org:443/files/epfiles/20160201 SERTIT-060 CR v1.0.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/3AQ 25940 AAAA 377 EN Security Target for TSF 201 ed  2.pdf,,,,
Boundary Protection Devices and Systems,,,,Cyberoam Firmware v10.5.4,Cyberoam Technologies,ES,"EAL4+,ALC_FLR.2",,1/21/2015,,http://www.commoncriteriaportal.org:443/files/epfiles/2014-41-INF-1393.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/2014-41-ST.v1.7.pdf,,,,
Boundary Protection Devices and Systems,,,,genuscreen 4.0,GeNUA mbH,DE,"EAL4+,ALC_FLR.2,ASE_TSS.2,AVA_VAN.4",,10/29/2014,,http://www.commoncriteriaportal.org:443/files/epfiles/0823a_pdf.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/0823b_pdf.pdf,,,,
Boundary Protection Devices and Systems,,,,Nexor Sentinel 3E Filtering System,Nexor Ltd.,NL,"EAL4+,ALC_FLR.2",,12/21/2012,12/21/2022,http://www.commoncriteriaportal.org:443/files/epfiles/Certification Report NSCIB-CC-12-34853-CR.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/Nexor Sentinel 3E Filtering System - Security Target - NEX2764ENG.pdf,,,,
Boundary Protection Devices and Systems,,,,"Waterfall Unidirectional Security Gateway model WF-400, version 1",Waterfall Security Solutions Ltd.,NL,"EAL4+,ALC_DVS.2,ALC_FLR.2,AVA_VAN.5",,7/12/2012,7/12/2022,http://www.commoncriteriaportal.org:443/files/epfiles/Certification Report NSCIB-CC-11-34146-CR.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/[ST] Waterfall Security Target v0.72.pdf,,,,
Data Protection,,,,"X-PHY AI Cyber Secure SSD, FAMP1.00",Flexxon Pte Ltd,SG,"EAL2+,ALC_FLR.2",,4/17/2022,4/17/2027,http://www.commoncriteriaportal.org:443/files/epfiles/[CER] Certificate Report - Flexxon X-PHY AI Cyber Secure SSD.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/[DD] Flexxon_XPHY_ST v1.2.pdf,,,,
Data Protection,,,,D'Amo Agent v4.0,PENTA SECURITY SYSTEMS INC.,KR,None,,11/4/2021,11/4/2026,http://www.commoncriteriaportal.org:443/files/epfiles/KECS-CR-21-62 D'Amo Agent v4.0(eng).pdf,http://www.commoncriteriaportal.org:443/files/epfiles/D'Amo_Agent_v4.0_Security_target_v1.3.pdf,,,,
Data Protection,,,,Securaze Eraser Engine version 2.0,Securaze AG,SG,"EAL2+,ALC_FLR.2",,8/12/2021,8/12/2026,http://www.commoncriteriaportal.org:443/files/epfiles/Securaze EE - Certificate Report.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/SECURAZE-Engine_ST v4.0.pdf,,,,
Data Protection,,,,Zed! Version Q.2020.1,PrimX Technologies,FR,"EAL3+,ALC_FLR.3,AVA_VAN.3",,7/13/2021,7/13/2026,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2021_33fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/cible_anssi-cc-2021_33.pdf,,,,
Data Protection,,,,Huawei OceanStor Dorado V6 Series Storage System Software v 6.0.1,"Huawei Technologies Co., Ltd.",ES,"EAL3+,ALC_FLR.2",,6/8/2021,6/8/2026,http://www.commoncriteriaportal.org:443/files/epfiles/2020-17-BOE-A-2021-9460.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/2020-17-ST.pdf,,,,
Data Protection,,,,HEDES v1.0,"HumaneSystem Co., Ltd",KR,None,,3/17/2021,3/17/2026,http://www.commoncriteriaportal.org:443/files/epfiles/KECS-CR-21-14 HEDES v1.0(eng) V1.00.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/hds_st_005(eng).pdf,,,,
Data Protection,,,,ShadowCube V7.0,"Duruan Co., Ltd",KR,None,,3/9/2021,3/9/2026,http://www.commoncriteriaportal.org:443/files/epfiles/KECS-CR-21-10 Certification Report.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/ShadowCube V7.0 Security Target V1.9.pdf,,,,
Data Protection,,,,CipherDrive v1.2.2,KLC Group LLC,CA,None,CPP_FDE_AA_V2.0E,2/17/2021,2/17/2026,http://www.commoncriteriaportal.org:443/files/epfiles/511-LSS CR v1.0.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/511-LSS ST v1.1.pdf,,,,
Data Protection,,,,DiskCrypt M10 (Enterprise) Version M321P32J1E1,ST Engineering Electronics,SG,EAL2,,2/1/2021,2/1/2026,http://www.commoncriteriaportal.org:443/files/epfiles/DiskCrypt M10 (Enterprise) Certification Report v1.0.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/STEE-InfoSec Security Target DiskCrypt M10 (Enterprise) v1.0 17Feb2020.pdf,,,,
Data Protection,,,,KSignSecureDB V3.6,"KSign Co., LTD.",KR,None,,12/3/2020,12/3/2025,http://www.commoncriteriaportal.org:443/files/epfiles/KECS-CISS-1059-2020_KSignSecureDB V3.6.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/KSignSecureDB V3.6 Security Target V1.10.pdf,,,,
Data Protection,,,,CubeOne V2.5 SP1,"eGlobal Systems Co., Ltd",KR,None,,11/26/2020,11/26/2025,http://www.commoncriteriaportal.org:443/files/epfiles/KECS-CR-20-68 CubeOne V2.5 SP1(eng) V1.00.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/CubeOne_ST_V2.5.1.3_SP1_ENG.pdf,,,,
Data Protection,,,,"ZoneCentral version 6.2, build 3030",PrimX Technologies,FR,"EAL3+,ALC_FLR.3,AVA_VAN.3",,10/23/2020,10/23/2025,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2020_31fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2020_31fr.pdf,,,,
Data Protection,,,,McAfee Change Control and Application Control 8.3.0 with ePolicy Orchestrator 5.10.0,"McAfee, LLC.",CA,"EAL2+,ALC_FLR.2",,10/16/2020,10/16/2025,http://www.commoncriteriaportal.org:443/files/epfiles/513 EWA 2020 CR v1.0.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/513 EWA 2020 ST McAfee ACCC 8.3.0.pdf,,,,
Data Protection,,,,EdgeDB v4.0,"SECUCEN Co., Ltd.",KR,None,,10/6/2020,10/6/2025,http://www.commoncriteriaportal.org:443/files/epfiles/[KECS-CR-20-60] Certifiation Report(EdgeDB v4.0).pdf,http://www.commoncriteriaportal.org:443/files/epfiles/EdgeDB v4.0_Security_Target(ST)_Public_v1.5.pdf,,,,
Data Protection,,,,MagicDBPlus v2.0,"Dreamsecurity Co., Ltd.",KR,None,,9/8/2020,9/8/2025,http://www.commoncriteriaportal.org:443/files/epfiles/[KECS-CR-20-56] Certifiation Report(MagicDBPlus v2.0).pdf,http://www.commoncriteriaportal.org:443/files/epfiles/MagicDBPlus_v2.0_ST_v1.3_En.pdf,,,,
Network and Network-Related Devices and Systems,mcafee,advanced_threat_defense,0.235,McAfee Advanced Threat Defense 4.12,"McAfee, LLC.",US,None,CPP_ND_V2.2E,12/14/2021,12/14/2023,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11219-vr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11219-st.pdf,,,,
Mobility,blackberry,unified_endpoint_management,0.557,"BlackBerry Unified Endpoint Management (UEM) Server and Android Client, version 12",BlackBerry Ltd.,US,None,"MOD_MDM_AGENT_V1.0,PKG_TLS_V1.1,PP_MDM_V4.0",4/28/2020,4/27/2023,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11040-vr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11040-st.pdf,4/27/2022,"BlackBerry Unified Endpoint Management (UEM) Server and Android Client, version 12",http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11040-add1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11040-st.pdf
Network and Network-Related Devices and Systems,fidelissecurity,deception,0.868,Fidelis Network and Fidelis Deception v9.3.3,Fidelis Cybersecurity Inc.,US,None,CPP_ND_V2.2E,4/15/2021,4/15/2023,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11128-vr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11128-st.pdf,,,,
Network and Network-Related Devices and Systems,extremenetworks,extremexos,0.394,"Extreme Networks, Inc. SLX Product Series operating with Version 20.1.1aa","Extreme Networks, Inc.",US,None,CPP_ND_V2.1,11/30/2020,11/30/2022,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11118-vr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11118-st.pdf,,,,
Data Protection,,,,Youwipe Erasure Tool 4 with WipeCenter 4,AllWipe Oy Ltd.,NL,"EAL3+,ALC_FLR.1",,8/12/2020,8/12/2025,http://www.commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0114526-CR.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/YouWipe_Common_Criteria_EAL3_ST_V6.0.pdf,,,,
Data Protection,,,,Amaris Data Diode for Air Gap (ADD-GAP) v2.0.112,Advanced Product Design Sdn. Bhd.,MY,EAL2,,6/25/2020,6/24/2025,http://www.commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C110-CR-v1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/Amaris Data Diode For Air Gap (ADD-GAP) Security Target-1.0.pdf,,,,
Data Protection,,,,TZ v2.4,"Tecnobit, grupo Oesia",ES,"EAL2+,ALC_FLR.1",,6/12/2020,6/12/2025,http://www.commoncriteriaportal.org:443/files/epfiles/2018-54-INF-3132.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/2018-54-ST.pdf,,,,
Network and Network-Related Devices and Systems,cisco,firepower_4100,0.355,Cisco FTD (NGFW) 6.4 on Firepower 4100 and 9300 Series with FMC/FMCv,"Cisco Systems, Inc.",US,None,"CPP_ND_V2.2E,MOD_CPP_FW_V1.4E,MOD_VPNGW_V1.1",5/27/2021,5/27/2023,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11132-vr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11132-st.pdf,,,,
Data Protection,,,,Blancco Drive Eraser v6.9.1,Blancco Technology Group,AU,EAL2,,6/5/2020,6/5/2025,http://www.commoncriteriaportal.org:443/files/epfiles/ACSC Certifcation Report EFT-T008 Blancco Drive Eraser EAL2.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/Blancco Drive Eraser v6.9.1 ST v6.0.pdf,,,,
Network and Network-Related Devices and Systems,cisco,anyconnect_secure_mobility_client,0.185,Cisco AnyConnect Secure Mobility Client v4.9 for iOS 13,"Cisco Systems, Inc.",US,None,"MOD_VPNC_V2.2,PP_APP_V1.3",9/16/2021,9/16/2023,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11205-vr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11205-st.pdf,,,,
Data Protection,,,,D'Guard v3.0,INEB Inc.,KR,None,,5/20/2020,5/20/2025,http://www.commoncriteriaportal.org:443/files/epfiles/[KECS-CR-20-30] Certifiation Report(D'Guard v3.0).pdf,http://www.commoncriteriaportal.org:443/files/epfiles/D'Guard_v3.0_ST_EN_v1.5.pdf,,,,
Data Protection,,,,BooleBox On Premises V 4.2,Boole Server S.r.l.,IT,"EAL2+,ALC_FLR.2",,4/23/2020,4/23/2025,http://www.commoncriteriaportal.org:443/files/epfiles/rc_boolebox_42_v1.0.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_boolebox_42_v1.5.pdf,,,,
Data Protection,,,,Petra Cipher V3.2,"SINSIWAY Co., LTD.",KR,None,,4/2/2020,4/2/2025,http://www.commoncriteriaportal.org:443/files/epfiles/KECS-CISS-1003-2020_CR_EN.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/KECS-CISS-1003-2020_ST_EN.pdf,,,,
Boundary Protection Devices and Systems,watchguard,fireware_xtm,0.927,WatchGuard Fireware OS v12.6.2 on Firebox NGFWs,"WatchGuard Technologies, Inc.",US,None,"CPP_ND_V2.1,MOD_CPP_FW_V1.3,MOD_VPNGW_V1.0",10/1/2020,10/1/2022,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11051-vr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11051-st.pdf,,,,
Network and Network-Related Devices and Systems,tippingpoint,intrusion_prevention_system,0.420,Trend Micro TippingPoint Threat Protection System (TPS) v5.3,Trend Micro,US,None,CPP_ND_V2.2E,2/2/2022,2/2/2024,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11206-vr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_vid11206-st.pdf,,,,
Data Protection,,,,Samsung SDS Database Encryption v1.0,"Samsung SDS Co., Ltd",KR,None,,3/3/2020,3/3/2025,http://www.commoncriteriaportal.org:443/files/epfiles/KECS-CISS-0998-2020_CR_EN.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/KECS-CISS-0998-2020_ST_EN.PDF,,,,
Data Protection,,,,Hancom xDB V2.8,Hancom With Inc.,KR,None,,11/15/2019,11/15/2024,http://www.commoncriteriaportal.org:443/files/epfiles/KECS-CR-19-69 Hancom xDB V2.8(eng).pdf,http://www.commoncriteriaportal.org:443/files/epfiles/Hancom xDB V2.8_Security Target(ST)_v1.10.pdf,,,,
Data Protection,,,,Document Security V5.0,"SoftCamp Co., Ltd.",KR,None,,11/5/2019,11/5/2024,http://www.commoncriteriaportal.org:443/files/epfiles/KECS-CISS-0969-2019_CR_EN.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/KECS-CISS-0969-2019_ST_EN.pdf,,,,
Data Protection,,,,Document SAFER Blue 2,Mark Any.,KR,None,,9/26/2019,9/26/2024,http://www.commoncriteriaportal.org:443/files/epfiles/Document SAFER Blue 2 Security Target V1.10_???.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/Document SAFER Blue 2 Security Target V1.10_???.pdf,,,,
Data Protection,,,,KSignSecureDB V3.5,"KSign Co., LTD.",KR,None,,8/27/2019,8/27/2024,http://www.commoncriteriaportal.org:443/files/epfiles/KECS-CR-19-51 Certification Report.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/KSignSecureDB V3.5 Security Target V1.7.pdf,,,,
Data Protection,,,,Cohesity DataPlatform and DataProtect V6.0.1,Cohesity Inc.,MY,"EAL2+,ALC_FLR.1",,8/19/2019,,http://www.commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C101-CR-V1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/Cohesity_ST_061519_v1.0.pdf,5/18/2020,Cohesity DataPlatform & DataProtect v6.3.1e,http://www.commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-M013-AMR-v1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/Cohesity_ST_05082020_v1.3.pdf
Data Protection,,,,Cohesity DataPlatform and DataProtect V6.0.1,Cohesity Inc.,MY,"EAL2+,ALC_FLR.1",,8/19/2019,,http://www.commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C101-CR-V1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/Cohesity_ST_061519_v1.0.pdf,,,,
Data Protection,,,,D&rsquo;Amo v4.0,PENTA SECURITY SYSTEMS INC.,KR,None,,6/25/2019,7/25/2024,http://www.commoncriteriaportal.org:443/files/epfiles/KECS-CISS-0939-2019_CR_EN.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/KECS-CISS-0939-2019_ST_EN.pdf,,,,
Data Protection,,,,McAfee Data Loss Prevention 11.1 with ePolicy Orchestrator 5.10,"McAfee, LLC.",CA,"EAL2+,ALC_FLR.2",,5/14/2019,5/14/2024,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-477 CR v1.0e.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-477 MFE DLP 11-1 ST 10 (190508).pdf,,,,
Data Protection,,,,WipeDrive v9.1,WhiteCanyon Software,IT,"EAL2+,ALC_FLR.2,ASE_TSS.2",,3/27/2019,,http://www.commoncriteriaportal.org:443/files/epfiles/cr_wipedrive_91_v1.0_en.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_wipedrive_91_v1.3.pdf,,,,
Data Protection,,,,"CryptoFlow Net Creator v5.3 Software with CEP220, CEP250, CEP300, CEP420, and CEP520 running CEP v5.3 Firmware","Certes Network, Inc.",IT,"EAL4+,ALC_FLR.3",,3/13/2019,,http://www.commoncriteriaportal.org:443/files/epfiles/cr_cryptoflow_53_v1.0_en.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/st_cyptoflow_53_v0.7.pdf,,,,
Data Protection,,,,SafeDB V4.0,INITECH,KR,None,,3/11/2019,3/11/2024,http://www.commoncriteriaportal.org:443/files/epfiles/KECS-CR-19-14 SafeDB V4.0(eng).pdf,http://www.commoncriteriaportal.org:443/files/epfiles/CCP.C_SB40_Security_Target_V1.6.pdf,,,,
Data Protection,,,,CubeOne V2.5,"eGlobal Systems Co., Ltd",KR,None,,3/4/2019,3/4/2024,http://www.commoncriteriaportal.org:443/files/epfiles/KECS-CR-19-12 CubeOne V2.5(eng).pdf,http://www.commoncriteriaportal.org:443/files/epfiles/CubeOne_ST_V2.5.1.2_ENG.pdf,,,,
Data Protection,,,,PrivacyDB V2.0,OWL Systems Inc.,KR,None,,2/21/2019,2/21/2024,http://www.commoncriteriaportal.org:443/files/epfiles/KECS-CR-19-06 Certification Report.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/0.[OWL] Security Target(ST)_V1.10_(19.01.11).pdf,,,,
Data Protection,,,,DiskCrypt M100 &#x28;Enterprise&#x29; ID&#x3a;9910-8000-1239 Ver&#x3a;M253P15AO206,ST Engineering Electronics,SG,EAL2,,2/1/2019,7/23/2023,http://www.commoncriteriaportal.org:443/files/epfiles/[CER] DC CERTIFICATION REPORT v2.0.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/STEE-InfoSec Security Target DiskCrypt M100 (Enterprise) v2.0.pdf,,,,
Data Protection,,,,Secure Messages Protection Profile,Swedish Civil Contingencies Agency,SE,"EAL3,ALC_FLR.2",,12/18/2018,12/18/2023,http://www.commoncriteriaportal.org:443/files/epfiles/Certification Report - Secure Messages PP.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/Secure Messages PP v1.1.pdf,,,,
Data Protection,,,,McAfee Policy Auditor 6.4 with ePolicy Orchestrator 5.10,"McAfee, LLC.",CA,"EAL2+,ALC_FLR.2",,11/5/2018,11/5/2023,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-455 CR v1.1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/McAfee PA 64 EAL2 ST 10.pdf,,,,
Data Protection,,,,"NetIQ&reg; Sentinel&trade; 8.1 - Sentinel Server v.8.1.0.1.4309, Data Collector v.8.1.0.1.4309, Correlation Engine v.8.1.0.1.4309",NetIQ Corporation,SE,"EAL3,ALC_FLR.1",,10/12/2018,,http://www.commoncriteriaportal.org:443/files/epfiles/Certification Report NetIQ Sentinel.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/Sentinel 8.1 ST v2.0.pdf,,,,
Data Protection,,,,IS101 v1.01,Istria Soluciones de Criptograf&iacute;a S.A.,ES,"EAL4+,ALC_FLR.1",,7/2/2018,,http://www.commoncriteriaportal.org:443/files/epfiles/2016-45-INF-2360.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/2016-45-ST.pdf,,,,
Data Protection,,,,Cryhod – v.3.0 build 570,PrimX Technologies,FR,"EAL3+,ALC_FLR.3,AVA_VAN.3",PP_DCSSI_MASS_STORAGE_ENCRYPT_APP_V1.4,6/1/2018,6/1/2023,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2018_20.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2018_20.pdf,,,,
Data Protection,,,,"Panda Adaptive Defense Protection Agent, versi&oacute;n 8.0","Panda Security, SL.",ES,"EAL2+,ALC_FLR.1",,5/19/2018,,http://www.commoncriteriaportal.org:443/files/epfiles/2017-16-INF-2295.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/2017-16-ST.pdf,,,,
Data Protection,,,,FED 5,Fasoo.com Inc.,KR,None,,3/27/2018,3/27/2023,http://www.commoncriteriaportal.org:443/files/epfiles/KECS-CR-18-09 Certification Report.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/FED5_ST_Lite_1.5.pdf,,,,
Data Protection,,,,McAfee Data Loss Prevention 11.0 with ePolicy Orchestrator 5.9.0,"McAfee, LLC.",CA,"EAL2+,ALC_FLR.2",,1/4/2018,1/4/2023,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-429 CR 1.0e.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-429 MFE UDLP ST 10 (171211).pdf,,,,
Data Protection,,,,Micro Focus Voltage SecureData Appliance &#x28;SDA&#x29; v6.4 and SecureData Simple API v5.10,Micro Focus,MY,"EAL2,ALC_FLR.1",,12/20/2017,,http://www.commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C088-CR-v1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/Micro Focus Voltage SDA ST 1.0.pdf,,,,
Data Protection,,,,McAfee Change Control and Application Control 8.0.0 with ePolicy Orchestrator 5.3.2,"McAfee, LLC.",CA,"EAL2+,ALC_FLR.2",,12/11/2017,12/11/2022,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-430 cr v1.0e.docx,http://www.commoncriteriaportal.org:443/files/epfiles/McAfee ACCC 800 ST 11.docx,,,,
Data Protection,,,,Blancco File Eraser 8.2,Blancco Oy Ltd.,SE,"EAL2,ALC_FLR.2",,11/30/2017,,http://www.commoncriteriaportal.org:443/files/epfiles/Certification Report Blancco.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/Security_Target_File_Eraser.pdf (383089) (0)_TMP.pdf,,,,
Data Protection,,,,Dell Data Protection &#x7c; Encryption Personal Edition Version 8.14.0,"Dell, Inc.",CA,None,"PP_APP_SWFE_EP_V1.0,PP_APP_V1.2",10/2/2017,10/2/2022,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-416 CR v1.1e.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-416 ST v110.pdf,,,,
Data Protection,,,,SecureMi&reg; v1.2,Evault Technologies Sdn Bhd,MY,EAL2,,9/6/2017,,http://www.commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C064-CR-v1.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/SecureMi 1.2 Security Target v0.13.pdf,,,,
Data Protection,,,,Dell EMC&trade; NetWorker&reg; 9.1,EMC Corporation,CA,"EAL2+,ALC_FLR.2",,8/21/2017,8/21/2022,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-419 CR v1.0e.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/NetWorker_EAL2_ST_12.pdf,,,,
Data Protection,,,,Stormshield Endpoint Security - Version 7.2.06 build 29579,Stormshield,FR,"EAL3+,ALC_FLR.3,AVA_VAN.3",PP_DCSSI_MASS_STORAGE_ENCRYPT_APP_V1.4,6/7/2017,6/7/2022,http://www.commoncriteriaportal.org:443/files/epfiles/anssi-cc-2017_25fr.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/anssi_cible2017_25fr.pdf,,,,
Data Protection,,,,"Pivot3, Inc. vSTAC OS v7.5",Quantum Corporation,CA,"EAL2+,ALC_FLR.2",,5/8/2017,5/8/2022,http://www.commoncriteriaportal.org:443/files/epfiles/383-4-411 CR  1.0e.docx,http://www.commoncriteriaportal.org:443/files/epfiles/Pivot3 vSTAC OS v7.5 ST v1.3.pdf,,,,
Data Protection,,,,Certus Erasure Engine v3.2,Certus Software S.R.L.,ES,"EAL3+,ALC_FLR.1",,6/16/2016,,http://www.commoncriteriaportal.org:443/files/epfiles/2015-10-INF-1627.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/2015-10-ST.pdf,7/2/2018,Certus Erasure Engine v3.11.7,http://www.commoncriteriaportal.org:443/files/epfiles/2018-03-INF-2363.pdf,http://www.commoncriteriaportal.org:443/files/epfiles/2018-03-ST.pdf
